GeneID	Symbol	Description	log2(fold change)	-log10(Pvalue)
5504	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2	0.761	2.604
100128262	TNK2-AS1	TNK2 antisense RNA 1	-0.829	1.321
131540	ZDHHC19	zinc finger DHHC-type palmitoyltransferase 19	3.928	5.611
105374304	LOC105374304	uncharacterized LOC105374304	3.008	5.002
200931	SLC51A	solute carrier family 51 subunit alpha	3.331	5.487
5130	PCYT1A	phosphate cytidylyltransferase 1A, choline	0.443	2.711
165918	RNF168	ring finger protein 168	0.992	3.355
348793	WDR53	WD repeat domain 53	1.132	5.268
200933	FBXO45	F-box protein 45	1.912	8.253
375387	NRROS	negative regulator of reactive oxygen species	-1.513	2.45
100129516	LINC02012	long intergenic non-protein coding RNA 2012	2.21	3.457
622	BDH1	3-hydroxybutyrate dehydrogenase 1	2.385	3.76
112268458	LOC112268458	keratinocyte proline-rich protein-like	1.003	1.388
9711	RUBCN	rubicon autophagy regulator	-1.078	5.685
100126321	MIR922	microRNA 922	-1.236	2.652
84248	FYTTD1	forty-two-three domain containing 1	-0.5	1.709
728262	FAM157A	family with sequence similarity 157 member A	1.834	7.366
255403	ZNF718	zinc finger protein 718	1.583	1.816
84179	SLC49A3	solute carrier family 49 member 3	-1.25	4.713
10861	SLC26A1	solute carrier family 26 member 1	-1.356	2.95
3425	IDUA	alpha-L-iduronidase	-1.156	2.738
53834	FGFRL1	fibroblast growth factor receptor like 1	-2.676	4.721
152877	FAM53A	family with sequence similarity 53 member A	-1.362	3.2
92305	TMEM129	transmembrane protein 129, E3 ubiquitin ligase	-0.558	1.852
10460	TACC3	transforming acidic coiled-coil containing protein 3	0.597	1.914
112268460	LOC112268460	uncharacterized LOC112268460	0.759	4.378
3954	LETM1	leucine zipper and EF-hand containing transmembrane protein 1	-0.622	2.79
7468	NSD2	nuclear receptor binding SET domain protein 2	1.177	2.393
7469	NELFA	negative elongation factor complex member A	-0.409	1.433
10608	MXD4	MAX dimerization protein 4	-0.949	2.563
100616358	MIR4800	microRNA 4800	-1.113	1.433
57732	ZFYVE28	zinc finger FYVE-type containing 28	-2.252	2.775
6452	SH3BP2	SH3 domain binding protein 2	-0.673	2.421
118	ADD1	adducin 1	0.389	1.321
10227	MFSD10	major facilitator superfamily domain containing 10	1.696	7.122
8602	NOP14	NOP14 nucleolar protein	-0.719	3.461
3064	HTT	huntingtin	-0.594	2.552
345222	MSANTD1	Myb/SANT DNA binding domain containing 1	-0.729	1.5
6002	RGS12	regulator of G protein signaling 12	-1.991	4.692
4043	LRPAP1	LDL receptor related protein associated protein 1	0.416	1.446
85013	TMEM128	transmembrane protein 128	-0.54	1.686
55646	LYAR	Ly1 antibody reactive	-1.356	7.124
27065	NSG1	neuronal vesicle trafficking associated 1	-1.629	1.396
2121	EVC	EvC ciliary complex subunit 1	-3.547	5.151
23324	MAN2B2	mannosidase alpha class 2B member 2	-0.448	2.228
93621	MRFAP1	Morf4 family associated protein 1	-0.491	1.891
93622	LOC93622	Morf4 family associated protein 1 like 1	0.826	1.526
339988	LINC02481	long intergenic non-protein coding RNA 2481	1.93	1.657
6286	S100P	S100 calcium binding protein P	3.386	4.774
80273	GRPEL1	GrpE like 1, mitochondrial	0.521	1.382
105374368	LOC105374368	uncharacterized LOC105374368	0.774	1.377
57537	SORCS2	sortilin related VPS10 domain containing receptor 2	1.852	1.915
54436	SH3TC1	SH3 domain and tetratricopeptide repeats 1	-2.46	11.947
105374373	LOC105374373	uncharacterized LOC105374373	2.964	1.575
112268463	LOC112268463		3.866	4.43
56606	SLC2A9	solute carrier family 2 member 9	-2.425	11.055
9948	WDR1	WD repeat domain 1	0.699	5.336
85460	ZNF518B	zinc finger protein 518B	-0.831	1.74
132864	CPEB2	cytoplasmic polyadenylation element binding protein 2	1.055	1.874
26234	FBXL5	F-box and leucine rich repeat protein 5	0.581	2.309
285550	FAM200B	family with sequence similarity 200 member B	1.869	9.322
683	BST1	bone marrow stromal cell antigen 1	1.197	4.442
8842	PROM1	prominin 1	3.689	4.584
202018	TAPT1	transmembrane anterior posterior transformation 1	1.533	5.579
107986187	LOC107986187	uncharacterized LOC107986187	1.326	1.713
5860	QDPR	quinoid dihydropteridine reductase	-0.999	1.778
51056	LAP3	leucine aminopeptidase 3	-2.772	9.506
80306	MED28	mediator complex subunit 28	0.483	1.654
27146	FAM184B	family with sequence similarity 184 member B	0.649	1.557
64151	NCAPG	non-SMC condensin I complex subunit G	2.811	3.839
133015	PACRGL	parkin coregulated like	-1.042	2.536
91050	CCDC149	coiled-coil domain containing 149	-2.07	5.159
102723675	LOC102723675	uncharacterized LOC102723675	-2.786	3.531
285540	SEPSECS-AS1	SEPSECS antisense RNA 1 (head to head)	2.192	3.304
23231	SEL1L3	SEL1L family member 3	1.188	3.478
3516	RBPJ	recombination signal binding protein for immunoglobulin kappa J region	0.692	2.486
105374545	LOC105374545	uncharacterized LOC105374545	3.522	1.675
55296	TBC1D19	TBC1 domain family member 19	0.919	1.54
57620	STIM2	stromal interaction molecule 2	-0.76	2.643
768211	RELL1	RELT like 1	1.067	2.943
105374406	LOC105374406	uncharacterized LOC105374406	3.211	2.17
55276	PGM2	phosphoglucomutase 2	0.816	4.72
79667	KLF3-AS1	KLF3 antisense RNA 1	-0.822	2.729
51274	KLF3	KLF transcription factor 3	-0.711	3.02
105374413	LOC105374413	uncharacterized LOC105374413	-6.091	4.609
105374412	LOC105374412	replaced by ID 105374413	-4.746	5.933
92689	FAM114A1	family with sequence similarity 114 member A1	-0.916	1.906
51088	KLHL5	kelch like family member 5	-2.528	17.636
105374418	LOC105374418	uncharacterized LOC105374418	-1.683	1.815
57728	WDR19	WD repeat domain 19	-0.932	1.385
399	RHOH	ras homolog family member H	2.638	6.057
54502	RBM47	RNA binding motif protein 47	-0.996	1.599
79730	NSUN7	NOP2/Sun RNA methyltransferase family member 7	2.145	3.687
105374426	LOC105374426	uncharacterized LOC105374426	-2.729	2.2
55161	TMEM33	transmembrane protein 33	-0.485	2.197
10463	SLC30A9	solute carrier family 30 member 9	-0.591	1.525
10396	ATP8A1	ATPase phospholipid transporting 8A1	1.883	4.1
57205	ATP10D	ATPase phospholipid transporting 10D (putative)	-1.793	26.311
7006	TEC	tec protein tyrosine kinase	1.199	2.621
64854	USP46	ubiquitin specific peptidase 46	-1.37	2.519
152579	SCFD2	sec1 family domain containing 2	-0.918	2.992
26511	CHIC2	cysteine rich hydrophobic domain 2	0.481	2.286
79644	SRD5A3	steroid 5 alpha-reductase 3	-2.293	6.357
55858	TMEM165	transmembrane protein 165	-0.664	1.764
9575	CLOCK	clock circadian regulator	-2.301	29.518
84525	HOPX	HOP homeobox	2.865	6.618
5978	REST	RE1 silencing transcription factor	0.752	2.181
3490	IGFBP7	insulin like growth factor binding protein 7	0.813	1.986
255130	IGFBP7-AS1	IGFBP7 antisense RNA 1	0.976	2.272
1060	CENPC	centromere protein C	0.877	2.773
27284	SULT1B1	sulfotransferase family 1B member 1	2.159	8.236
3512	JCHAIN	joining chain of multimeric IgA and IgM	-2.76	3.845
57050	UTP3	UTP3 small subunit processome component	-1.701	14.745
22902	RUFY3	RUN and FYVE domain containing 3	-2.795	16.494
2926	GRSF1	G-rich RNA sequence binding factor 1	-0.974	6.533
92597	MOB1B	MOB kinase activator 1B	-2.497	16.681
285521	COX18	cytochrome c oxidase assembly factor COX18	-0.9	1.743
26057	ANKRD17	ankyrin repeat domain 17	-0.526	3.223
3576	CXCL8	C-X-C motif chemokine ligand 8	2.043	2.381
6372	CXCL6	C-X-C motif chemokine ligand 6	4.114	6.638
2919	CXCL1	C-X-C motif chemokine ligand 1	3.036	6.808
2921	CXCL3	C-X-C motif chemokine ligand 3	2.123	1.419
374	AREG	amphiregulin	2.795	2.979
25898	RCHY1	ring finger and CHY zinc finger domain containing 1	1.312	6.088
27163	NAAA	N-acylethanolamine acid amidase	-2.758	10.421
55153	SDAD1	SDA1 domain containing 1	-1.441	6.621
4283	CXCL9	C-X-C motif chemokine ligand 9	-3.213	7.296
3627	CXCL10	C-X-C motif chemokine ligand 10	-5.555	9.526
950	SCARB2	scavenger receptor class B member 2	-1.539	7.366
100129583	FAM47E	family with sequence similarity 47 member E	2.47	2.571
105377286	LOC105377286	uncharacterized LOC105377286	2.977	2.389
100631383	FAM47E-STBD1	FAM47E-STBD1 readthrough	3.383	4.243
8987	STBD1	starch binding domain 1	3.445	4.837
55752	SEPTIN11	septin 11	-1.317	1.995
901	CCNG2	cyclin G2	0.802	1.847
306	ANXA3	annexin A3	3.5	1.902
100505702	LINC01094	long intergenic non-protein coding RNA 1094	-1.512	1.603
55589	BMP2K	BMP2 inducible kinase	-0.912	3.71
152559	PAQR3	progestin and adipoQ receptor family member 3	-0.979	5.068
100506035	LINC00989	long intergenic non-protein coding RNA 989	-1.864	1.565
118429	ANTXR2	ANTXR cell adhesion molecule 2	0.98	5.946
105377303	PRDM8-AS1	PRDM8 antisense RNA 1	1.625	1.397
56978	PRDM8	PR/SET domain 8	1.545	2.24
153020	RASGEF1B	RasGEF domain family member 1B	-1.945	2.932
3184	HNRNPD	heterogeneous nuclear ribonucleoprotein D	0.305	1.44
22872	SEC31A	SEC31 homolog A, COPII coat complex component	-0.513	2.594
132660	LIN54	lin-54 DREAM MuvB core complex component	1.112	4.136
51138	COPS4	COP9 signalosome subunit 4	0.556	1.567
27235	COQ2	coenzyme Q2, polyprenyltransferase	-0.966	4.243
10855	HPSE	heparanase	-2.111	10.63
84142	ABRAXAS1	abraxas 1, BRCA1 A complex subunit	-0.757	4.273
83478	ARHGAP24	Rho GTPase activating protein 24	1.367	13.757
105377319	LOC105377319	uncharacterized LOC105377319	1.319	2.21
100616349	MIR4451	microRNA 4451	3.45	3.164
5783	PTPN13	protein tyrosine phosphatase non-receptor type 13	-1.895	1.434
53343	NUDT9	nudix hydrolase 9	-1.032	2.656
5311	PKD2	polycystin 2, transient receptor potential cation channel	0.796	1.319
152926	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K	-2.838	11.612
55008	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	-2.834	5.998
102723458	LOC102723458	uncharacterized LOC102723458	-2.921	5.258
51191	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5	-2.921	2.649
10144	FAM13A	family with sequence similarity 13 member A	-0.906	2.627
285513	GPRIN3	GPRIN family member 3	-1.573	2.226
6622	SNCA	synuclein alpha	-1.482	1.71
401145	CCSER1	coiled-coil serine rich protein 1	1.709	3.097
56916	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	-1.063	2.449
8649	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	1.016	3.605
3015	H2AZ1	H2A.Z variant histone 1	1.389	4.876
115265	DDIT4L	DNA damage inducible transcript 4 like	7.682	5.095
5530	PPP3CA	protein phosphatase 3 catalytic subunit alpha	0.619	3.682
90024	FLJ20021	uncharacterized LOC90024	0.844	1.546
55024	BANK1	B cell scaffold protein with ankyrin repeats 1	-1.758	1.668
64116	SLC39A8	solute carrier family 39 member 8	1.815	6.677
493856	CISD2	CDGSH iron sulfur domain 2	-0.729	1.713
1062	CENPE	centromere protein E	2.724	3.433
79807	GSTCD	glutathione S-transferase C-terminal domain containing	1.166	2.294
101929595	CYP2U1-AS1	CYP2U1 and SGMS2 antisense RNA 1	1.667	3.348
113612	CYP2U1	cytochrome P450 family 2 subfamily U member 1	-3.793	14.913
51176	LEF1	lymphoid enhancer binding factor 1	-5.368	8.544
6164	RPL34	ribosomal protein L34	-0.592	1.72
55013	MCUB	mitochondrial calcium uniporter dominant negative subunit beta	-2.797	16.571
107986302	LOC107986302		-3.057	2.633
79071	ELOVL6	ELOVL fatty acid elongase 6	1.395	1.359
132720	FAM241A	family with sequence similarity 241 member A	-0.826	2.9
55435	AP1AR	adaptor related protein complex 1 associated regulatory protein	-1.546	9.926
92610	TIFA	TRAF interacting protein with forkhead associated domain	1.961	5.28
80216	ALPK1	alpha kinase 1	1.917	6.928
55345	ZGRF1	zinc finger GRF-type containing 1	1.674	2.561
817	CAMK2D	calcium/calmodulin dependent protein kinase II delta	-4.571	15.712
8492	PRSS12	serine protease 12	2.571	2.507
9871	SEC24D	SEC24 homolog D, COPII coat complex component	-0.639	1.336
401149	LINC01061	long intergenic non-protein coding RNA 1061	1.05	1.348
4085	MAD2L1	mitotic arrest deficient 2 like 1	2.938	3.235
11107	PRDM5	PR/SET domain 5	3.251	3.52
308	ANXA5	annexin A5	-0.888	3.11
890	CCNA2	cyclin A2	3.181	4.049
84162	BLTP1	bridge-like lipid transfer protein family member 1	0.786	2.706
10252	SPRY1	sprouty RTK signaling antagonist 1	2.032	5.313
57182	ANKRD50	ankyrin repeat domain containing 50	-0.777	2.368
22824	HSPA4L	heat shock protein family A (Hsp70) member 4 like	2.605	2.335
10733	PLK4	polo like kinase 4	2.836	4.116
79960	JADE1	jade family PHD finger 1	0.984	3.813
132320	SCLT1	sodium channel and clathrin linker 1	-0.642	2.65
132321	C4orf33	chromosome 4 open reading frame 33	-0.893	3.142
23657	SLC7A11	solute carrier family 7 member 11	1.793	1.312
25819	NOCT	nocturnin	2.106	8.049
1998	ELF2	E74 like ETS transcription factor 2	0.563	2.048
105377449	LOC105377449		2.071	5.254
107984036	RAB33B-AS1	RAB33B antisense RNA 1	2	4.895
83452	RAB33B	RAB33B, member RAS oncogene family	1.757	6.522
80854	SETD7	SET domain containing 7, histone lysine methyltransferase	-2.022	3.796
4258	MGST2	microsomal glutathione S-transferase 2	-0.848	2.907
255520	ELMOD2	ELMO domain containing 2	0.527	2.084
23158	TBC1D9	TBC1 domain family member 9	-2.453	6.176
644962	TNRC18P1	trinucleotide repeat containing 18 pseudogene 1	-2.859	3.233
27309	ZNF330	zinc finger protein 330	-0.596	1.375
100507639	LINC02432	long intergenic non-protein coding RNA 2432	-4.105	4.598
3600	IL15	interleukin 15	-2.834	11.556
8821	INPP4B	inositol polyphosphate-4-phosphatase type II B	-2.36	2.149
2996	GYPE	glycophorin E (MNS blood group)	-2.808	3.395
6059	ABCE1	ATP binding cassette subfamily E member 1	-1.034	2.327
4086	SMAD1	SMAD family member 1	-2.179	12.494
104326058	SMAD1-AS1	SMAD1 antisense RNA 1	-2.04	2.931
166785	MMAA	metabolism of cobalamin associated A	-0.842	2.054
152485	ZNF827	zinc finger protein 827	-2.579	2.092
90826	PRMT9	protein arginine methyltransferase 9	1.334	3.714
4306	NR3C2	nuclear receptor subfamily 3 group C member 2	-4.147	5.597
987	LRBA	LPS responsive beige-like anchor protein	-0.498	1.322
729830	FHIP1A	FHF complex subunit HOOK interacting protein 1A	2.21	2.363
5188	GATB	glutamyl-tRNA amidotransferase subunit B	-0.933	3.938
55294	FBXW7	F-box and WD repeat domain containing 7	-0.375	1.782
102191832	FBXW7-AS1	FBXW7 antisense RNA 1	-0.827	1.488
54553	MIR4453HG	MIR4453 host gene	0.838	1.376
303	ANXA2P1	annexin A2 pseudogene 1	-2.145	2.829
84057	MND1	meiotic nuclear divisions 1	3.101	2.118
100419170	LOC100419170	toll like receptor 2 pseudogene	-4.07	5.223
2982	GUCY1A1	guanylate cyclase 1 soluble subunit alpha 1	-2.23	2.462
1519	CTSO	cathepsin O	-2.849	12.929
56034	PDGFC	platelet derived growth factor C	-1.027	1.73
51313	GASK1B	golgi associated kinase 1B	-2.088	2.253
285505	GASK1B-AS1	GASK1B antisense RNA 1	-2.103	2.443
101928007	LOC101928007	uncharacterized LOC101928007	-3.204	2.962
55314	TMEM144	transmembrane protein 144	-0.959	1.71
201725	C4orf46	chromosome 4 open reading frame 46	1.562	4.279
2110	ETFDH	electron transfer flavoprotein dehydrogenase	0.921	3.181
5481	PPID	peptidylprolyl isomerase D	0.602	1.556
57600	FNIP2	folliculin interacting protein 2	-1.518	7.533
55319	TMA16	translation machinery associated 16 homolog	-0.942	2.583
55016	MARCHF1	membrane associated ring-CH-type finger 1	-2.385	13.574
201931	TMEM192	transmembrane protein 192	-0.941	3.682
11275	KLHL2	kelch like family member 2	0.898	2.191
6307	MSMO1	methylsterol monooxygenase 1	1.59	3.454
55601	DDX60	DExD/H-box helicase 60	-2.768	2.809
91351	DDX60L	DExD/H-box 60 like	-1.507	1.961
23022	PALLD	palladin, cytoskeletal associated protein	-2.561	3.96
1182	CLCN3	chloride voltage-gated channel 3	-0.726	2.55
9848	MFAP3L	microfibril associated protein 3 like	1.326	1.797
3148	HMGB2	high mobility group box 2	2.596	7.973
80817	CEP44	centrosomal protein 44	1.473	6.186
3248	HPGD	15-hydroxyprostaglandin dehydrogenase	2.847	1.588
116966	WDR17	WD repeat domain 17	-3.635	10.788
1635	DCTD	dCMP deaminase	-1.388	9.69
80014	WWC2	WW and C2 domain containing 2	-2.041	12.288
55602	CDKN2AIP	CDKN2A interacting protein	1.357	2.228
3622	ING2	inhibitor of growth family member 2	0.997	4.251
56977	STOX2	storkhead box 2	2.219	1.466
728175	LINC02363	long intergenic non-protein coding RNA 2363	3.266	6.877
102723766	LINC02362	long intergenic non-protein coding RNA 2362	1.903	1.973
836	CASP3	caspase 3	0.809	2.963
79682	CENPU	centromere protein U	2.574	2.858
643036	SLED1	proteoglycan 3, pro eosinophil major basic protein 2 pseudogene	1.467	1.715
291	SLC25A4	solute carrier family 25 member 4	-3.409	2.573
57587	CFAP97	cilia and flagella associated protein 97	-2.409	9.566
83891	SNX25	sorting nexin 25	-2.586	3.089
55325	UFSP2	UFM1 specific peptidase 2	-1.258	5.971
285440	CYP4V2	cytochrome P450 family 4 subfamily V member 2	-1.787	2.029
6389	SDHA	succinate dehydrogenase complex flavoprotein subunit A	-0.537	2.697
55722	CEP72	centrosomal protein 72	1.066	2.127
9319	TRIP13	thyroid hormone receptor interactor 13	2.984	3.893
10723	SLC12A7	solute carrier family 12 member 7	-3.882	8.851
728609	SDHAP3	SDHA pseudogene 3	-0.941	1.451
54888	NSUN2	NOP2/Sun RNA methyltransferase 2	-0.419	1.815
6715	SRD5A1	steroid 5 alpha-reductase 1	-1.404	6.024
10299	MARCHF6	membrane associated ring-CH-type finger 6	0.67	3.144
83853	ROPN1L	rhophilin associated tail protein 1 like	3.607	12.452
105369214	LOC105369214		3.66	8.09
651746	ANKRD33B	ankyrin repeat domain 33B	2.482	3.477
7204	TRIO	trio Rho guanine nucleotide exchange factor	-1.334	6.63
54491	OTULINL	OTU deubiquitinase with linear linkage specificity like	1.029	6.583
56172	ANKH	ANKH inorganic pyrophosphate transport regulator	-1.134	2.534
54463	RETREG1	reticulophagy regulator 1	-1.328	1.385
4651	MYO10	myosin X	0.796	1.671
285696	BASP1-AS1	BASP1 antisense RNA 1	4.488	9.126
10409	BASP1	brain abundant membrane attached signal protein 1	2.275	6.438
101929544	LINC02217	long intergenic non-protein coding RNA 2217	2.99	2.575
55322	C5orf22	chromosome 5 open reading frame 22	-0.607	1.853
54545	MTMR12	myotubularin related protein 12	-1.281	10.497
51663	ZFR	zinc finger RNA binding protein	-0.463	1.366
23600	AMACR	alpha-methylacyl-CoA racemase	1.838	5.239
100534612	C1QTNF3-AMACR	C1QTNF3-AMACR readthrough (NMD candidate)	1.696	5.424
114899	C1QTNF3	C1q and TNF related 3	1.081	2.491
5618	PRLR	prolactin receptor	-5.415	15.498
3575	IL7R	interleukin 7 receptor	-4.811	6.007
167127	UGT3A2	UDP glycosyltransferase family 3 member A2	2.678	1.632
6502	SKP2	S-phase kinase associated protein 2	0.97	2.697
65250	CPLANE1	ciliogenesis and planar polarity effector complex subunit 1	-0.518	1.438
1601	DAB2	DAB adaptor protein 2	-1.35	6.321
5562	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	1.796	8.439
5019	OXCT1	3-oxoacid CoA-transferase 1	1.245	1.321
105374746	LOC105374746	uncharacterized LOC105374746	1.008	4.667
389289	ANXA2R	annexin A2 receptor	0.955	3.013
56477	CCL28	C-C motif chemokine ligand 28	2.241	2.973
133418	EMB	embigin	2.49	7.197
53918	PELO	pelota mRNA surveillance and ribosome rescue factor	1.799	5.005
4338	MOCS2	molybdenum cofactor synthesis 2	-1.074	4.476
4724	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	-0.594	2.748
54622	ARL15	ADP ribosylation factor like GTPase 15	-1.086	3.713
8611	PLPP1	phospholipid phosphatase 1	-0.847	1.33
153129	SLC38A9	solute carrier family 38 member 9	-0.815	3.551
133396	IL31RA	interleukin 31 receptor A	-3.917	10.872
3572	IL6ST	interleukin 6 cytokine family signal transducer	-2.093	6.975
4214	MAP3K1	mitogen-activated protein kinase kinase kinase 1	-1.306	6.792
105378980	LOC105378980	uncharacterized LOC105378980	-0.975	2.282
133383	SETD9	SET domain containing 9	-0.479	1.416
5144	PDE4D	phosphodiesterase 4D	2.136	4.512
107986348	LOC107986348		2.718	2.494
105378988	LOC105378988	uncharacterized LOC105378988	3.388	2.618
55789	DEPDC1B	DEP domain containing 1B	3.014	3.113
1161	ERCC8	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	-0.949	1.346
91942	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	-1.247	3.322
57688	ZSWIM6	zinc finger SWIM-type containing 6	-1.619	8.305
27292	DIMT1	DIM1 rRNA methyltransferase and ribosome maturation factor	-0.9	1.939
100130733	LRRC70	leucine rich repeat containing 70	1.996	3.097
285672	SREK1IP1	SREK1 interacting protein 1	0.577	2.366
64105	CENPK	centromere protein K	2.4	3.179
57486	NLN	neurolysin	-2.308	14.894
55914	ERBIN	erbb2 interacting protein	-0.712	1.891
140890	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	0.632	1.334
375449	MAST4	microtubule associated serine/threonine kinase family member 4	1.685	1.761
